LTR,Date,expNo1,expNo2,Min,Sec,EStmInt,EStmDrtn,Supra,Laser,illmDrtn,illmDly,MSillmInt,AD,RS,WDS,ADDrtn,HPCDrtn,CtxDrtn,recAD,recGS,MI,Thresholded
86,180816,2,1,NaN,NaN,170,2,1,1,30,0,45,NaN,4,1,34,42,8,NaN,NaN,0.3125,0
86,180816,2,2,NaN,NaN,170,2,1,0,30,0,45,NaN,4,1,18,22,4,NaN,NaN,0.3125,0
86,180816,2,3,NaN,NaN,170,2,1,1,30,20,45,NaN,4,2,0,41,11,NaN,NaN,-0.0120481927710843,0
86,180816,2,3,NaN,NaN,170,2,1,0,30,20,45,NaN,5,3,19,42,7,NaN,NaN,-0.0120481927710843,0
86,180816,2,3,NaN,NaN,170,2,1,1,30,20,45,NaN,5,3,15,45,19,NaN,NaN,-0.0217391304347826,0
86,180816,2,3,NaN,NaN,170,2,1,0,30,20,45,NaN,5,0,19,47,28,NaN,NaN,-0.0217391304347826,0
86,180816,2,3,NaN,NaN,170,2,1,1,30,40,45,NaN,5,0,21,45,24,NaN,NaN,-0.1,0
86,180816,2,3,NaN,NaN,170,2,1,0,30,40,45,NaN,5,0,21,55,32,NaN,NaN,-0.1,0
86,180816,2,3,NaN,NaN,150,2,1,1,30,60,45,NaN,4,0,25,54,27,NaN,NaN,-0.0181818181818182,0
86,180816,2,3,NaN,NaN,150,2,1,0,30,60,45,NaN,5,0,24,56,32,NaN,NaN,-0.0181818181818182,0
86,180816,2,3,NaN,NaN,150,2,1,1,30,60,45,NaN,4,0,34,63,29,NaN,NaN,0.518072289156627,0
86,180816,2,3,NaN,NaN,150,2,1,0,30,60,45,NaN,2,0,0,20,0,NaN,NaN,0.518072289156627,0
