LTR,Date,expNo1,expNo2,Min,Sec,EStmInt,EStmDrtn,Supra,Laser,illmDrtn,illmDly,MSillmInt,AD,RS,WDS,ADDrtn,HPCDrtn,CtxDrtn,recAD,recGS,MI,Thresholded
83,190205,1,1,71,35,75,2,1,1,30,20,45,1,5,0,7.668,59.77,48.096,NaN,,-0.002819533,0
83,190205,1,1,103,55,75,2,1,0,30,20,45,1,5,0,7.734,60.108,50.846,NaN,,-0.002819533,0
83,190205,1,1,134,45,70,2,1,1,30,40,45,1,5,0,10.162,61.422,51.294,NaN,,-0.139988799,0
83,190205,1,1,168,0,70,2,1,0,30,40,45,1,5,0,6.662,81.418,73.122,NaN,,-0.139988799,0
83,190205,1,1,265,0,65,2,1,1,30,60,45,1,5,0,13.378,67.456,55.1,NaN,,0.258718815,0
83,190205,1,1,295,30,65,2,1,0,30,60,45,1,5,0,5.256,39.726,31.132,NaN,,0.258718815,0
83,190205,1,1,327,50,65,2,1,1,30,60,45,1,5,0,10.506,68.902,38.346,NaN,,-0.041203401,0
83,190205,1,1,364,0,65,2,1,0,30,60,45,1,5,0,8.898,74.824,65.644,NaN,,-0.041203401,0
83,190205,1,1,396,30,65,2,1,1,30,40,45,1,4,0,10.178,55.09,41.868,NaN,,0.014829142,0
83,190205,1,1,428,30,65,2,1,0,30,40,45,1,5,0,9.808,53.48,43.808,NaN,,0.014829142,0
82,190218,1,1,0,30,90,2,1,0,30,20,45,1,5,0,5.872,50.26,38.026,NaN,,-0.034944299,0
82,190218,1,1,35,15,90,2,1,1,30,20,45,1,5,0,4.412,46.866,42.166,NaN,,-0.034944299,0
82,190218,1,1,75,0,85,2,1,0,30,0,45,1,5,0,5.82,46.484,39.618,NaN,,0.089370372,0
82,190218,1,1,108,0,85,2,1,1,30,0,45,1,5,0,3.932,55.608,41.64,NaN,,0.089370372,0
83,190218,1,1,0,30,90,2,1,1,30,20,45,1,5,0,12.256,88.628,72.29,NaN,,0.185801635,0
83,190218,1,1,35,15,90,2,1,0,30,20,45,1,5,0,16.462,60.854,44.652,NaN,,0.185801635,0
83,190218,1,1,75,0,85,2,1,1,30,0,45,1,5,0,15.374,69.224,48.762,NaN,,0.029169516,0
83,190218,1,1,108,0,85,2,1,0,30,0,45,1,5,0,6.02,65.3,56.76,NaN,,0.029169516,0
82,190219,1,1,1,0,75,2,1,0,30,0,45,1,5,0,3.388,31.922,32.218,NaN,,0.114851375,0
82,190219,1,1,39,20,75,2,1,1,30,0,45,1,5,0,3.776,40.206,37.206,NaN,,0.114851375,0
82,190219,1,1,71,0,50,2,1,0,30,20,45,1,5,0,3.78,38.566,36.73,NaN,,-1,1
82,190219,1,1,104,0,50,2,1,1,30,20,45,1,0,0,0,0,3.488,NaN,,-1,1
82,190219,1,1,136,0,60,2,1,0,30,40,45,1,5,0,4.646,41.464,37.426,NaN,,0.0791303,0
82,190219,1,1,167,30,60,2,1,1,30,40,45,1,5,0,0,48.59,50.296,NaN,,0.0791303,0
83,190219,1,1,1,0,75,2,1,1,30,0,45,1,5,0,12.366,52.632,39.448,NaN,,-0.131943528,0
83,190219,1,1,39,20,75,2,1,0,30,0,45,1,5,0,7.14,68.632,44.252,NaN,,-0.131943528,0
83,190219,1,1,71,0,50,2,1,1,30,20,45,1,5,0,7.46,58.488,42.956,NaN,,-0.036409766,0
83,190219,1,1,104,0,50,2,1,0,30,20,45,1,5,0,10.358,62.908,43.728,NaN,,-0.036409766,0
83,190219,1,1,203,0,35,2,1,1,30,60,45,1,5,0,2.062,86.852,67.214,NaN,,0.1509674,0
83,190219,1,1,241,0,35,2,1,0,30,60,45,1,5,0,1.63,64.068,67.056,NaN,,0.1509674,0
82,190220,1,1,2,50,60,2,1,0,30,60,45,1,5,0,10.686,42.318,30.998,NaN,,-0.010361952,0
82,190220,1,1,35,0,60,2,1,1,30,60,45,1,5,0,0.056,41.45,40.242,NaN,,-0.010361952,0
82,190220,1,1,68,0,50,2,1,0,30,40,45,1,5,0,7.908,70.746,38.362,NaN,,-0.251056606,0
82,190220,1,1,101,0,50,2,1,1,30,40,45,1,5,0,0,42.352,46.278,NaN,,-0.251056606,0
82,190220,1,1,155,0,45,2,1,0,30,20,45,1,5,0,8.908,52.69,58.312,NaN,,-1,1
82,190220,1,1,193,0,45,2,1,1,30,20,45,1,0,0,0,0,0,NaN,,-1,1
82,190220,1,1,225,0,45,2,1,0,30,0,45,1,5,0,0,55.714,55.464,NaN,,-1,1
82,190220,1,1,261,0,45,2,1,1,30,0,45,1,1,0,0,0,0,NaN,,-1,1
83,190220,1,1,2,50,30,2,1,1,30,60,45,1,5,0,14.278,43.518,32.404,NaN,,-0.061869449,0
83,190220,1,1,35,0,30,2,1,0,30,60,45,1,5,0,12.474,49.258,39.384,NaN,,-0.061869449,0
83,190220,1,1,68,0,20,2,1,1,30,40,45,1,5,0,15.222,57.892,43.986,NaN,,0.054921827,0
83,190220,1,1,101,0,20,2,1,0,30,40,45,1,5,0,9.188,51.864,43.142,NaN,,0.054921827,0
83,190220,1,1,155,0,15,2,1,1,30,20,45,1,5,0,9.044,53.858,40.544,NaN,,-0.072549121,0
83,190220,1,1,193,0,15,2,1,0,30,20,45,1,5,0,15.198,62.284,47.522,NaN,,-0.072549121,0
82,190221,1,1,64,30,55,2,1,0,30,20,45,1,4,0,11.186,55.116,38.054,NaN,,-1,1
82,190221,1,1,97,30,55,2,1,1,30,20,45,1,1,0,0,0,5.172,NaN,,-1,1
82,190221,1,1,305,10,70,2,1,0,30,60,45,1,5,0,0,91.186,43.598,NaN,,-1,1
82,190221,1,1,338,10,70,2,1,1,30,60,45,1,0,0,0,0,0,NaN,,-1,1
82,190221,1,1,389,20,90,2,1,0,30,60,45,1,5,2,1.416,67.646,19.674,NaN,,-0.935064935,1
82,190221,1,1,422,0,90,2,1,1,30,60,45,1,1,2,0,2.27,7.472,NaN,,-0.935064935,1
82,190221,1,1,535,0,80,2,1,0,30,20,45,1,3,2,0.54,34.572,40.072,NaN,,-0.950575491,1
82,190221,1,1,554,0,80,2,1,1,30,20,45,1,1,0,4.234,0.876,9.926,NaN,,-0.950575491,1
82,190221,1,1,595,0,85,2,1,0,30,0,45,1,3,2,0.674,71.8,39.306,NaN,,-0.774855391,1
82,190221,1,1,629,30,85,2,1,1,30,0,45,1,1,0,0,9.108,11.484,NaN,,-0.774855391,1
83,190221,1,1,64,30,25,2,1,1,30,20,45,1,4,0,20.958,43.06,14.168,NaN,,-0.05250187,0
83,190221,1,1,97,30,25,2,1,0,30,20,45,1,5,0,18.752,47.832,27.788,NaN,,-0.05250187,0
83,190221,1,1,389,20,50,2,1,1,30,60,45,1,5,0,26.47,27.012,1.828,NaN,,-0.215223707,0
83,190221,1,1,422,0,50,2,1,0,30,60,45,1,4,0,1.306,41.828,33.778,NaN,,-0.215223707,0
83,190221,1,1,455,20,50,2,1,1,30,40,45,1,2,2,15.296,48.732,11.19,NaN,,-0.05490371,0
83,190221,1,1,492,0,50,2,1,0,30,40,45,1,5,0,2.472,54.394,9.006,NaN,,-0.05490371,0
83,190221,1,1,535,0,50,2,1,1,30,20,45,1,0,0,0,0,0,NaN,,-1,1
83,190221,1,1,554,0,50,2,1,0,30,20,45,1,1,2,0.438,32.71,25.138,NaN,,-1,1
119,190718,1,3,2,0,70,2,1,0,30,0,40,1,4,0,9.608,22.532,12.614,NaN,,-1,1
119,190718,1,3,33,0,70,2,1,1,30,0,40,1,1,0,0,0,0,NaN,,-1,1
119,190718,1,3,63,30,70,2,1,0,30,40,40,1,4,0,6.464,41.122,11.346,NaN,,0.024666762,0
119,190718,1,3,94,30,70,2,1,1,30,40,40,1,3,0,7.452,43.202,21.556,NaN,,0.024666762,0
119,190718,1,3,187,0,65,2,1,0,30,60,40,1,4,0,6.116,40.752,19.266,NaN,,0.024208031,0
119,190718,1,4,6,30,65,2,1,1,30,60,40,1,3,0,8.082,42.774,19.772,NaN,,0.024208031,0
119,190718,1,4,38,30,65,2,1,0,30,0,40,1,5,0,8.238,45.384,23.336,NaN,,-0.004026371,0
119,190718,1,4,69,0,65,2,1,1,30,0,40,1,4,0,8.462,45.02,24.796,NaN,,-0.004026371,0
119,190718,1,4,100,0,65,2,1,0,30,20,40,1,5,0,9.784,42.43,22.126,NaN,,-0.028306917,0
119,190718,1,4,137,0,65,2,1,1,30,20,40,1,4,0,8.06,40.094,24.46,NaN,,-0.028306917,0
120,190718,1,3,2,0,325,2,1,1,30,0,40,1,1,0,0,0,0,NaN,,-1,1
120,190718,1,3,33,0,325,2,1,0,30,0,40,1,2,0,6.818,38.06,7.088,NaN,,-1,1
120,190718,1,3,63,30,325,2,1,1,30,40,40,1,4,0,8.002,47.72,35.818,NaN,,0.615655471,0
120,190718,1,3,94,30,325,2,1,0,30,40,40,1,1,0,9.236,11.352,2.034,NaN,,0.615655471,0
120,190718,1,4,38,30,325,2,1,1,30,0,40,1,1,0,6.064,9.902,2.92,NaN,,-0.73795914,1
120,190718,1,4,69,0,325,2,1,0,30,0,40,1,2,0,8.774,65.674,9.414,NaN,,-0.73795914,1
119,190719,1,2,0,30,80,2,1,0,30,40,40,1,1,0,0,7.684,0,NaN,,-1,1
119,190719,1,2,21,30,80,2,1,1,30,40,40,1,1,0,0,0,0,NaN,,-1,1
119,190719,1,2,56,30,100,2,1,0,30,60,40,1,2,1,0,36.104,0,NaN,,0.09099149,0
119,190719,1,2,88,30,100,2,1,1,30,60,40,1,1,1,16.466,43.332,5.332,NaN,,0.09099149,0
120,190719,1,2,0,30,350,2,1,1,30,40,40,1,0,0,3.34,11.1,1.21,NaN,,-0.079296616,0
120,190719,1,2,21,30,350,2,1,0,30,40,40,1,2,0,0,13.012,0,NaN,,-0.079296616,0
120,190719,1,2,56,30,375,2,1,1,30,60,40,1,1,1,0,25.66,0,NaN,,-0.09437425,0
120,190719,1,2,88,30,375,2,1,0,30,60,40,1,2,1,8.76,31.008,18.478,NaN,,-0.09437425,0
120,190719,1,2,121,0,375,2,1,1,30,0,40,1,1,1,0,29.344,0,NaN,,-0.013547585,0
120,190719,1,2,143,0,375,2,1,0,30,0,40,1,1,1,17.4,30.15,11.65,NaN,,-0.013547585,0
120,190719,1,2,165,0,375,2,1,1,30,20,40,1,1,3,0,28.194,0,NaN,,0.181791508,0
120,190719,1,2,187,0,375,2,1,0,30,20,40,1,1,1,0,19.52,0,NaN,,0.181791508,0
120,190719,1,2,224,0,375,2,1,1,30,40,40,1,1,1,0,20.576,0,NaN,,-0.250555454,0
120,190719,1,2,260,0,375,2,1,0,30,40,40,1,2,0,26.49,34.334,35.3,NaN,,-0.250555454,0
