LTR,Date,expNo1,expNo2,Min,Sec,EStmInt,EStmDrtn,Supra,MSEstm,stmDrtn,stmDly,MSEstmInt,AD,RS,WDS,ADDrtn,HPCDrtn,CtxDrtn,recAD,recGS,MI,Thresholded,r,theta,X,Y,pval,z
80,180620,1,1,NaN,NaN,140,2,1,1,1,60,400,NaN,0,0,0,26,0,NaN,,-0.415730337,1,NaN,0,NaN,NaN,NaN,NaN
80,180620,1,1,NaN,NaN,140,2,1,0,1,60,400,NaN,5,3,21,63,40,NaN,,-0.415730337,1,0.865768317,1.762504292,-0.1649599,0.849907647,3.21E-40,68.95903956
80,180620,1,1,NaN,NaN,175,2,1,1,1,40,400,NaN,0,0,0,10,0,NaN,,-0.710144928,1,0.576557729,1.119107973,0.251658908,0.518735586,3.89E-14,28.25559923
80,180620,1,1,NaN,NaN,175,2,1,0,1,40,400,NaN,5,0,21,59,29,NaN,,-0.710144928,1,0.814938143,2.647749428,-0.717567398,0.386291607,2.37E-49,88.99263966
80,180620,1,1,NaN,NaN,175,2,1,1,1,20,400,NaN,0,0,0,19,0,NaN,,-0.506493506,1,0.399845752,-1.20744739,0.142107784,-0.373740556,1.69E-12,26.05988988
80,180620,1,1,NaN,NaN,175,2,1,0,1,20,400,NaN,5,0,22,58,20,NaN,,-0.506493506,1,0.649893128,2.417026329,-0.486631485,0.430756167,6.08E-39,77.71443834
80,180620,1,1,NaN,NaN,175,2,1,1,1,0,400,NaN,0,0,0,18,0,NaN,,-0.712,1,0.517068813,-0.54082377,0.443275265,-0.266208934,4.82E-15,30.7464181
80,180620,1,1,NaN,NaN,175,2,1,0,1,0,400,NaN,5,0,21,107,26,NaN,,-0.712,1,0.884855784,1.974297238,-0.347430219,0.813794815,6.22E-11,18.00830444
80,180623,1,3,NaN,NaN,100,2,1,1,1,20,400,NaN,0,0,0,18,0,NaN,,-0.532467532,1,NaN,0,NaN,NaN,NaN,NaN
80,180623,1,3,NaN,NaN,100,2,1,0,1,20,400,NaN,3,1,0,59,0,NaN,,-0.532467532,1,0.967963909,2.487650808,-0.768265277,0.588831549,2.11E-109,158.3452478
80,180623,1,3,NaN,NaN,100,2,1,1,1,40,400,NaN,0,0,0,20,0,NaN,,-0.56043956,1,NaN,0,NaN,NaN,NaN,NaN
80,180623,1,3,NaN,NaN,100,2,1,0,1,40,400,NaN,3,14,0,71,0,NaN,,-0.56043956,1,0.877613353,-2.913648178,-0.854912085,-0.198319247,1.08E-57,97.81606008
80,180623,1,3,NaN,NaN,100,2,1,1,1,60,400,NaN,0,0,0,15,0,NaN,,-0.620253165,1,NaN,0,NaN,NaN,NaN,NaN
80,180623,1,3,NaN,NaN,100,2,1,0,1,60,400,NaN,3,7,0,64,0,NaN,,-0.620253165,1,0.504592334,2.332082516,-0.348094612,0.365299281,4.02E-20,41.75660148
99,181108,1,1,1,0,150,2,1,0,1,60,400,1,5,0,0.124,40.598,38.618,NaN,,0.238297154,0,0.136311376,1.028798683,0.070316,0.116775217,0.00242887,6.001595557
99,181108,1,1,35,30,150,2,1,1,1,60,400,1,5,0,3,66,36,NaN,,0.238297154,0,0.18938029,-0.889417356,0.119283955,-0.147092598,7.35E-09,18.57801517
99,181108,1,1,68,0,100,2,1,0,1,40,400,1,4,0,7,14,8,NaN,,0.717171717,0,NaN,0,NaN,NaN,NaN,NaN
99,181108,1,1,101,24,100,2,1,1,1,40,400,1,5,0,6,85,53,NaN,,0.717171717,0,0.241900852,-1.45023606,0.029093035,-0.240144993,2.51E-13,28.61433493
100,181108,1,1,1,0,150,2,1,1,1,60,400,1,1,0,0,11,0,NaN,,-0.565612289,1,NaN,0,NaN,NaN,NaN,NaN
100,181108,1,1,35,30,150,2,1,0,1,60,400,1,5,0,0,39.646,40.298,NaN,,-0.565612289,1,0.656931523,1.623386868,-0.034532461,0.656023274,1.66E-30,60.41826368
100,181108,1,1,68,0,150,2,1,1,1,40,400,1,0,0,0,0,0,NaN,,-1,1,NaN,0,NaN,NaN,NaN,NaN
100,181108,1,1,101,24,150,2,1,0,1,40,400,1,4,0,8.746,10.864,1.262,NaN,,-1,1,NaN,0,NaN,NaN,NaN,NaN
99,181108,1,2,33,6,100,2,1,0,1,0,400,1,5,1,4.596,72.074,59.64,NaN,,-0.920078856,1,0.098391246,-0.589227046,0.081799577,-0.054677843,0.006986524,4.956588722
99,181108,1,2,67,2,100,2,1,1,1,0,400,1,0,0,0,3,0,NaN,,-0.920078856,1,NaN,0,NaN,NaN,NaN,NaN
99,181109,1,1,1,0,100,2,1,0,1,0,400,1,5,0,0,42.304,50.146,NaN,,-1,1,0.582379616,2.321678744,-0.397348381,0.425770221,2.58E-19,39.004092
99,181109,1,1,32,40,100,2,1,1,1,0,400,0,0,0,0,0,0,NaN,,-1,1,NaN,0,NaN,NaN,NaN,NaN
100,181109,1,1,144,25,350,2,1,1,1,60,400,1,0,0,0,0,0,NaN,,-1,1,NaN,0,NaN,NaN,NaN,NaN
100,181109,1,1,176,26,350,2,1,0,1,60,400,1,5,0,5.298,65.996,43.428,NaN,,-1,1,0.118462217,0.519268282,0.102846826,0.058786283,0.001270683,6.651782676
99,181110,1,1,0,30,150,2,1,0,1,20,400,1,5,0,1.462,49.018,50.274,NaN,,0.240137035,0,0.36703314,-0.974051714,0.206255264,-0.303598571,1.61E-26,57.38787687
99,181110,1,1,30,25,150,2,1,1,1,20,400,1,5,0,0,80,33,NaN,,0.240137035,0,0.012414562,-0.086430707,0.01236822,-0.001071664,0.919786121,0.083687887
100,181110,1,1,0,30,300,2,1,1,1,20,400,1,0,0,0,0,3,NaN,,-1,1,NaN,0,NaN,NaN,NaN,NaN
100,181110,1,1,30,25,300,2,1,0,1,20,400,1,5,0,3.31,43.888,33.926,NaN,,-1,1,0.481031395,2.063565526,-0.227560288,0.423801272,2.47E-24,51.1374558
100,181110,1,2,0,30,325,2,1,1,1,60,400,1,0,0,0,9,0,NaN,,-0.297314179,0,0.124259699,-0.722002223,0.093254914,-0.082121822,0.739047816,0.308809456
100,181110,1,2,32,0,325,2,1,0,1,60,400,1,5,0,3.748,16.616,13.432,NaN,,-0.297314179,0,0.443585458,2.244989478,-0.276915852,0.346533792,0.092544846,2.361216702
100,181110,1,3,1,30,500,2,1,1,1,40,400,1,5,1,15,60,25,NaN,,-0.258765103,0,0.172551349,-0.016803058,0.17252699,-0.002899254,2.06E-06,13.01122403
100,181110,1,3,29,28,500,2,1,0,1,40,400,1,5,0,2.55,101.892,45.808,NaN,,-0.258765103,0,0.097454132,-0.37622421,0.090638047,-0.035805758,0.024997736,3.684955476
99,181111,1,1,1,14,150,2,1,0,1,0,400,1,5,0,4.78,37.53,37.634,NaN,,-0.72432805,1,0.34233248,-1.204866126,0.122492745,-0.319667099,6.43E-16,33.98554269
99,181111,1,1,34,14,150,2,1,1,1,0,400,1,1,0,0,6,0,NaN,,-0.72432805,1,0.175179988,-2.929256466,-0.171245663,-0.036918165,0.530392837,0.644448589
99,181111,1,1,81,50,150,2,1,0,1,40,400,1,5,0,4.01,70.492,32.198,NaN,,-0.709062697,1,0.19687175,-1.844296212,-0.053175627,-0.189554316,0.090087302,2.403026135
99,181111,1,1,116,0,150,2,1,1,1,40,400,1,0,0,0,12,0,NaN,,-0.709062697,1,0.25711524,-1.239206661,0.083702969,-0.243109152,1.35E-12,26.9060564
99,181111,1,1,150,17,150,2,1,0,1,60,400,1,5,0,5.176,49.224,32.082,NaN,,-0.532884903,1,0.091592147,0.760146325,0.066380053,0.063109508,0.665142168,0.411066951
99,181111,1,1,183,14,150,2,1,1,1,60,400,1,1,0,3.012,15,1.986,NaN,,-0.532884903,1,0.311529861,-1.270578383,0.09212823,-0.297595772,3.29E-18,39.30559599
99,181111,1,1,218,0,150,2,1,0,1,20,400,1,5,0,6.8,69.534,32.016,NaN,,-0.770799908,1,0.24178454,-1.94180802,-0.087661034,-0.225333768,0.044389801,3.098367482
99,181111,1,1,250,58,150,2,1,1,1,20,400,1,1,0,0,9,0,NaN,,-0.770799908,1,0.266745813,-1.109686417,0.118686515,-0.238886668,5.31E-11,23.26713856
99,181111,1,1,438,33,750,2,1,0,1,0,400,1,5,0,13.852,46.206,29.018,NaN,,-0.770141363,1,0.34093191,-1.047471932,0.170384936,-0.295302456,0.07623397,2.557160474
99,181111,1,1,468,54,750,2,1,1,1,0,400,1,0,0,0,6,0,NaN,,-0.770141363,1,0.549164603,-1.222034905,0.187668248,-0.51610308,2.63E-44,92.28401878
100,181111,1,1,150,17,500,2,1,1,1,60,400,1,5,0,24,43,19,NaN,,-0.275276827,0,0.245382711,-0.10406071,0.24405533,-0.02548864,9.86E-09,18.18422779
100,181111,1,1,183,14,500,2,1,0,1,60,400,1,4,1,15.87,75.666,13.364,NaN,,-0.275276827,0,0.250133184,-1.734367789,-0.040732445,-0.246794404,0.328740752,1.126198977
100,181111,1,1,218,0,500,2,1,1,1,20,400,1,0,0,0,3,0,NaN,,-0.939846006,1,0.403308444,-0.619169857,0.328438473,-0.234063816,2.60E-38,82.95542745
100,181111,1,1,250,58,500,2,1,0,1,20,400,1,5,4,2.252,96.744,35.782,NaN,,-0.939846006,1,0.730082207,2.600786568,-0.62589507,0.375866187,0.001448298,5.863220323
100,181111,1,1,283,6,500,2,1,1,1,20,400,1,4,0,29,56,12,NaN,,-0.191475845,0,0.442747392,-0.328142052,0.419123615,-0.142690742,7.03E-35,74.68562137
100,181111,1,1,313,44,500,2,1,0,1,20,400,1,4,2,1.934,82.524,48.378,NaN,,-0.191475845,0,0.176732549,0.095974363,0.175919225,0.016935766,5.53E-06,12.0252417
100,181111,1,1,347,0,500,2,1,1,1,60,400,1,0,2,0,1,0,NaN,,-0.978975696,1,0.255594375,-1.00014455,0.13806714,-0.21509521,8.62E-15,31.88030052
100,181111,1,1,380,1,500,2,1,0,1,60,400,1,5,0,10.47,94.128,38.248,NaN,,-0.978975696,1,0.200954339,-0.943286981,0.117986405,-0.162671001,0.265575533,1.332627332
100,181111,1,1,500,28,750,2,1,1,1,40,400,1,5,0,32,53,13,NaN,,0.41752922,0,0.431909643,0.433214491,0.392010274,0.181311567,1.44E-37,80.77439178
100,181111,1,1,532,0,750,2,1,0,1,40,400,1,1,0,2.514,21.778,0,NaN,,0.41752922,0,0.220438978,0.020707841,0.220391716,0.004564489,9.39E-10,20.55498413
127,200814,3,3,1,0,400,2,1,0,1,0,600,1,3,2,3.482,21.764,9.788,NaN,,-0.067804926,0,NaN,0,NaN,NaN,NaN,NaN
127,200814,3,3,31,0,400,2,1,1,1,0,600,1,3,5,0.88,19,4,NaN,,-0.067804926,0,0.594206754,2.324490868,-0.406637879,0.433275087,0.000230696,7.767796652
127,200814,3,3,64,0,300,2,1,0,1,20,600,1,4,0,0,14.584,7,NaN,,0.046298718,0,NaN,0,NaN,NaN,NaN,NaN
127,200814,3,3,96,0,300,2,1,1,1,20,600,1,2,0,1.892,16,0,NaN,,0.046298718,0,0.864584872,1.967710536,-0.334226284,0.797370549,2.66E-16,27.65775904
128,200814,3,3,1,0,150,2,1,1,1,0,600,1,5,2,1.742,21,18,NaN,,-0.041970803,0,0.512873584,1.723475779,-0.078001383,0.506907385,0.000136853,8.417258014
128,200814,3,3,31,0,150,2,1,0,1,0,600,1,5,1,2.196,22.84,19.9,NaN,,-0.041970803,0,0.650119701,1.273320331,0.190555282,0.621566014,2.88E-07,13.52498001
128,200814,3,3,64,0,100,2,1,1,1,20,600,1,5,3,0,39,35,NaN,,0.019901148,0,0.849131494,2.027586654,-0.37452625,0.762072426,7.63E-105,183.8611951
128,200814,3,3,96,0,100,2,1,0,1,20,600,1,2,4,2.422,37.478,38.22,NaN,,0.019901148,0,0.907781292,2.131339348,-0.482618472,0.768860381,8.07E-141,229.914658
127,200814,3,4,1,0,300,2,1,0,1,40,600,1,2,2,0,36,35,NaN,,-0.384615385,1,NaN,0,NaN,NaN,NaN,NaN
127,200814,3,4,31,0,300,2,1,1,1,40,600,1,2,4,4.39,16,16,NaN,,-0.384615385,1,0.692735972,2.000721937,-0.288734559,0.629694753,3.44E-35,68.62328713
127,200814,3,5,1,0,325,2,1,0,1,60,600,1,3,2,2.986,17,13,NaN,,0.105263158,0,NaN,0,NaN,NaN,NaN,NaN
127,200814,3,5,31,0,325,2,1,1,1,60,600,1,2,0,2.852,21,18,NaN,,0.105263158,0,0.922105199,1.679978513,-0.100477555,0.916614564,2.40E-12,19.55639397
127,200814,3,5,61,30,325,2,1,0,1,60,600,1,4,0,2.688,19.084,11.45,NaN,,0.114102683,0,NaN,0,NaN,NaN,NaN,NaN
127,200814,3,5,91,30,325,2,1,1,1,60,600,1,2,1,1.302,24,9,NaN,,0.114102683,0,0.922769394,1.860123532,-0.263272991,0.884415449,6.81E-21,33.2086308
127,200814,3,5,122,0,325,2,1,0,1,40,600,1,4,0,0,13.856,12,NaN,,0.156561967,0,NaN,0,NaN,NaN,NaN,NaN
127,200814,3,5,152,0,325,2,1,1,1,40,600,1,2,0,13.862,19,13,NaN,,0.156561967,0,NaN,0,NaN,NaN,NaN,NaN
128,200814,3,5,1,0,125,2,1,1,1,60,400,1,4,1,1.018,42,24,NaN,,-0.223027971,0,0.135080697,2.882691939,-0.130578728,0.034583098,0.089774822,2.408576914
128,200814,3,5,31,0,125,2,1,0,1,60,400,1,5,1,1.202,66.112,66.422,NaN,,-0.223027971,0,0.432296451,3.13173484,-0.432275446,0.004261429,4.19E-15,31.58275741
128,200814,3,5,61,0,110,2,1,1,1,60,400,1,0,0,0,1,0,NaN,,-0.945328304,1,NaN,0,NaN,NaN,NaN,NaN
128,200814,3,5,91,30,110,2,1,0,1,60,400,1,5,0,2.256,35.582,24.626,NaN,,-0.945328304,1,0.607921989,2.984339609,-0.60042096,0.095204073,8.17E-11,21.06544122
128,200814,3,5,122,0,125,2,1,1,1,40,400,1,5,0,1.994,9,7,NaN,,-0.397307976,1,0.492344238,1.69342317,-0.060223421,0.4886471,1.08E-11,23.75547918
128,200814,3,5,152,0,125,2,1,0,1,40,400,1,5,0,0.43,20.866,45.236,NaN,,-0.397307976,1,NaN,0,NaN,NaN,NaN,NaN
127,200815,2,1,63,30,375,2,1,0,1,60,600,1,2,0,0.86,15.856,14,NaN,,0.204335608,0,NaN,0,NaN,NaN,NaN,NaN
127,200815,2,1,93,30,375,2,1,1,1,60,600,1,2,0,0,24,23,NaN,,0.204335608,0,0.618526627,2.24438167,-0.385832123,0.483434341,0.000160967,8.034078966
127,200815,2,1,123,30,425,2,1,0,1,60,600,1,2,0,2.258,21.88,13.38,NaN,,0.325524044,0,0.816230897,1.851620727,-0.226216637,0.784256916,1.60E-23,41.9726713
127,200815,2,1,153,30,425,2,1,1,1,60,600,1,2,3,0,43,17,NaN,,0.325524044,0,NaN,0,NaN,NaN,NaN,NaN
127,200815,2,1,183,30,500,2,1,0,1,40,600,1,4,0,2.946,16.314,14,NaN,,0.246710071,0,0.671441335,2.531679257,-0.550378869,0.384599229,6.59E-47,92.87169412
127,200815,2,1,213,30,500,2,1,1,1,40,600,1,2,2,0,27,7,NaN,,0.246710071,0,NaN,0,NaN,NaN,NaN,NaN
127,200815,2,1,249,30,500,2,1,0,1,20,600,1,2,0,2.698,22.956,17,NaN,,0.080951237,0,0.291050304,2.151746432,-0.159733767,0.243301054,0.01263825,4.320224251
127,200815,2,1,279,30,500,2,1,1,1,20,600,1,2,2,0,27,2,NaN,,0.080951237,0,NaN,0,NaN,NaN,NaN,NaN
127,200815,2,1,312,30,600,2,1,0,1,0,600,1,3,2,14.056,31.552,11.372,NaN,,-0.059645352,0,0.379617666,1.481790592,0.033743555,0.378114989,0.016364443,4.035068019
127,200815,2,1,342,30,600,2,1,1,1,0,600,1,2,3,0,28,13,NaN,,-0.059645352,0,0.077252036,1.782020391,-0.016196424,0.075535111,0.868917182,0.14322905
128,200815,2,1,3,30,125,2,1,1,1,20,400,1,5,0,0,27,21,NaN,,0.164897748,0,0.153145762,1.12484748,0.06605393,0.138168385,0.097899975,2.321908807
128,200815,2,1,33,30,125,2,1,0,1,20,400,1,5,3,1.308,19.356,17.696,NaN,,0.164897748,0,NaN,0,NaN,NaN,NaN,NaN
127,200816,2,1,2,30,700,2,1,0,1,0,600,1,5,0,0.662,21.406,13.818,NaN,,0.291262457,0,NaN,0,NaN,NaN,NaN,NaN
127,200816,2,1,32,30,700,2,1,1,1,0,600,1,3,3,0.288,39,13,NaN,,0.291262457,0,0.85382152,-1.172879298,0.330854947,-0.787112566,4.78E-59,102.7905774
127,200816,2,1,62,30,600,2,1,0,1,40,600,1,3,0,0.84,28.088,18.89,NaN,,0.315661242,0,0.324172116,-1.325744632,0.078646255,-0.314487404,0.358476429,1.050875609
127,200816,2,1,92,30,600,2,1,1,1,40,600,1,1,0,0.424,54,13,NaN,,0.315661242,0,0.295375393,0.4960955,0.259767235,0.14059732,5.94E-13,27.56993274
127,200816,2,1,123,0,600,2,1,0,1,20,600,1,2,0,15.326,19.476,3.286,NaN,,0.310291097,0,NaN,0,NaN,NaN,NaN,NaN
127,200816,2,1,153,0,600,2,1,1,1,20,600,1,1,0,0.736,37,18,NaN,,0.310291097,0,0.554712147,2.78227133,-0.519285837,0.195058414,6.37E-35,72.31080796
128,200816,2,1,2,30,175,2,1,1,1,0,400,1,5,1,1.28,41,26,NaN,,-0.002044592,0,0.660392997,2.835359696,-0.62966886,0.199088016,1.83E-25,50.15367474
128,200816,2,1,32,30,175,2,1,0,1,0,400,1,5,1,1.822,41.168,34.29,NaN,,-0.002044592,0,0.561293929,2.912593472,-0.54664083,0.127415376,1.36E-24,50.40814004
128,200816,2,2,2,0,400,2,1,1,1,60,400,1,5,2,1.822,34,28,NaN,,0.076869477,0,0.362023697,-2.60004781,-0.310222957,-0.186608881,9.08E-10,20.18341826
128,200816,2,2,32,30,400,2,1,0,1,60,400,1,5,2,1.496,29.146,29.34,NaN,,0.076869477,0,0.490704465,-2.793391064,-0.461256242,-0.167432228,1.38E-06,12.76191622
128,200816,2,2,62,30,350,2,1,1,1,20,400,1,5,2,0,33,31,NaN,,-0.031292197,0,0.546457682,3.049215169,-0.544127714,0.05040862,4.72E-14,28.3685198
128,200816,2,2,93,30,350,2,1,0,1,20,400,1,5,0,2.61,35.132,32.85,NaN,,-0.031292197,0,0.47542486,2.699573842,-0.429731743,0.203370172,7.93E-14,28.47962854
127,200818,2,1,1,30,450,2,1,0,1,40,600,1,2,0,1.506,23.51,20,NaN,,-0.033179521,0,NaN,0,NaN,NaN,NaN,NaN
127,200818,2,1,31,0,450,2,1,1,1,40,600,1,1,0,0,22,11,NaN,,-0.033179521,0,0.828122513,1.561754094,0.007487975,0.828088659,3.44E-17,30.17462347
127,200818,2,1,61,0,450,2,1,0,1,0,600,1,3,0,0,26.948,11.11,NaN,,-0.037499037,0,NaN,0,NaN,NaN,NaN,NaN
127,200818,2,1,91,0,450,2,1,1,1,0,600,1,1,1,0,25,7,NaN,,-0.037499037,0,0.926861648,-1.382521551,0.173475539,-0.910482702,6.19E-165,261.1580443
127,200818,2,1,121,30,450,2,1,0,1,0,600,1,3,0,1.852,23.856,13.848,NaN,,-0.40926276,1,NaN,0,NaN,NaN,NaN,NaN
127,200818,2,1,151,30,450,2,1,1,1,0,600,1,1,0,53.906,10,0,NaN,,-0.40926276,1,0.991348693,-1.138056426,0.415731701,-0.899966324,2.18E-227,298.7627585
127,200818,2,1,184,30,450,2,1,0,1,40,600,1,1,0,1.348,25.248,4.43,NaN,,-0.115983027,0,NaN,0,NaN,NaN,NaN,NaN
127,200818,2,1,213,30,450,2,1,1,1,40,600,1,1,1,47.886,20,2,NaN,,-0.115983027,0,0.712682209,1.462887614,0.076755456,0.708536894,1.39E-50,98.02777461
128,200818,2,1,1,30,175,2,1,1,1,40,400,1,5,2,0.556,9,7,NaN,,-0.48105864,1,NaN,0,NaN,NaN,NaN,NaN
128,200818,2,1,31,0,175,2,1,0,1,40,400,1,5,3,0.382,25.686,28.462,NaN,,-0.48105864,1,0.648394998,2.034273983,-0.289872491,0.579991389,2.60E-15,29.84954117
128,200818,2,1,61,0,150,2,1,1,1,0,400,1,5,2,0.49,36,11,NaN,,-0.114042428,0,0.392377787,2.378955847,-0.283695787,0.271066464,8.75E-14,28.94454161
128,200818,2,1,91,0,150,2,1,0,1,0,400,1,5,4,0,45.268,43.572,NaN,,-0.114042428,0,0.439549021,2.643926965,-0.386231417,0.209830015,4.81E-23,48.88044557
128,200818,2,1,121,30,150,2,1,1,1,0,400,1,5,3,0.022,19,4,NaN,,-0.197397879,0,0.345510348,2.419683522,-0.25932124,0.228319722,2.28E-06,12.65400446
128,200818,2,1,151,30,150,2,1,0,1,0,400,1,5,2,0.308,28.346,28.312,NaN,,-0.197397879,0,0.346894441,2.107150048,-0.177264841,0.298182711,3.81E-06,12.15391105
128,200818,2,1,184,30,150,2,1,1,1,40,400,1,4,1,0.746,41,14,NaN,,0.153499887,0,0.306438948,2.878292819,-0.295877957,0.079756275,1.59E-10,22.06763479
